,total_score,total_letter_metric,total_position_metric,first_word,first_word_score,first_word_letter_metric,first_word_position_metric,second_word,second_word_score,second_word_letter_metric,second_word_position_metric
148,3.219456165025847,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.2998124706985528, 0.3616971401781615, 0.22737927801219265, 0.09446788560712581, 0.015236755743084881, 0.0014064697609001407]",pores,1.7758321612752292,"[0.08673230192217518, 0.33497421472105776, 0.40060947022973364, 0.15377402719174899, 0.022737927801218936, 0.0011720581340834506]","[0.4252226910454871, 0.3731833098921798, 0.16666666666666746, 0.03141115799343644, 0.003281762775433661, 0.00023441162681669012]",latin,1.4436240037506116,"[0.1530707923112989, 0.40037505860291694, 0.34200656352555875, 0.09446788560712581, 0.00984528832630099, 0.00023441162681669012]","[0.7034692920769094, 0.24566338490389522, 0.046179090482888076, 0.004219409282700422, 0.00023441162681669012, 0.00023441162681669012]"
171,3.2180262541022655,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.2658227848101314, 0.40928270042195153, 0.24214721050164473, 0.07219878105954067, 0.009376465072667609, 0.0011720581340834506]",pries,1.7612048757618677,"[0.08438818565400832, 0.35325832161276033, 0.3799812470698641, 0.15893108298171638, 0.022503516174402247, 0.0009376465072667605]","[0.40951711204876823, 0.4364744491326887, 0.13548992030004642, 0.016877637130801707, 0.0014064697609001407, 0.00023441162681669012]",tonal,1.4568213783403925,"[0.13244256915142932, 0.4254571026723038, 0.34106891701829195, 0.09423347398030912, 0.006329113924050632, 0.00046882325363338024]","[0.6697140178153047, 0.28152836380685026, 0.04008438818565407, 0.007969995311767463, 0.00046882325363338024, 0.00023441162681669012]"
2,3.2140178152837002,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.28363806844820055, 0.410454758556035, 0.23066104078762645, 0.060243788091889634, 0.014064697609001427, 0.0009376465072667605]",reals,1.9849742147210871,"[0.058602906704172786, 0.2623066104078809, 0.4170182841069026, 0.22597280825129246, 0.035396155649320214, 0.0007032348804500703]","[0.4948429442100469, 0.3795124238162307, 0.10384435067979324, 0.01851851851851853, 0.003047351148616971, 0.00023441162681669012]",point,1.229043600562612,"[0.22714486638537595, 0.4282700421941042, 0.28410689170183395, 0.05555555555555578, 0.004453820909517112, 0.00046882325363338024]","[0.6169714017815473, 0.3171589310829886, 0.058602906704172786, 0.006329113924050632, 0.0007032348804500703, 0.00023441162681669012]"
88,3.21315049226448,"[0.0039849976558837315, 0.038209095171120526, 0.18049695264885274, 0.4118612283169352, 0.3120018752930212, 0.05344585091420555]","[0.5187529301453502, 0.3595874355368112, 0.09774964838255941, 0.019924988279418666, 0.003516174402250351, 0.00046882325363338024]",resit,1.8210736052508525,"[0.07454289732770752, 0.3141115799343715, 0.39123300515706566, 0.18963900609470402, 0.029301453352086233, 0.0011720581340834506]","[0.7233942803563289, 0.23464603844351034, 0.03703703703703706, 0.003516174402250351, 0.0011720581340834506, 0.00023441162681669012]",nodal,1.3920768870136218,"[0.15541490857946588, 0.426863572433204, 0.3248945147679397, 0.08673230192217518, 0.005860290670417252, 0.00023441162681669012]","[0.7353492733239806, 0.23042662916080975, 0.02766057196436941, 0.006094702297233942, 0.00023441162681669012, 0.00023441162681669012]"
3,3.2129395218003434,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.28012189404595006, 0.4226441631505034, 0.22691045475855925, 0.056727613689639245, 0.011954992967651209, 0.0016408813877168307]",earls,1.9838959212377303,"[0.058602906704172786, 0.2623066104078809, 0.4170182841069026, 0.22597280825129246, 0.035396155649320214, 0.0007032348804500703]","[0.4922644163150632, 0.39006094702298216, 0.09892170651664284, 0.017815283638068464, 0.0007032348804500703, 0.00023441162681669012]",point,1.229043600562612,"[0.22714486638537595, 0.4282700421941042, 0.28410689170183395, 0.05555555555555578, 0.004453820909517112, 0.00046882325363338024]","[0.6169714017815473, 0.3171589310829886, 0.058602906704172786, 0.006329113924050632, 0.0007032348804500703, 0.00023441162681669012]"
45,3.21247069854671,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.28363806844820055, 0.4120956399437519, 0.23652133145804394, 0.059306141584622864, 0.007266760431317392, 0.0011720581340834506]",soler,1.865963431786252,"[0.06540084388185678, 0.28926394749180134, 0.4402250351617559, 0.18752930145335373, 0.016877637130801707, 0.0007032348804500703]","[0.5185185185185335, 0.355836849507744, 0.1078293483356769, 0.016643225503985018, 0.0009376465072667605, 0.00023441162681669012]",paint,1.3465072667604576,"[0.18026254102203604, 0.4261603375527539, 0.3155180496952717, 0.07032348804500718, 0.007501172058134082, 0.00023441162681669012]","[0.6120487576183966, 0.312939521800288, 0.06821378340365701, 0.005157055789967182, 0.0014064697609001407, 0.00023441162681669012]"
157,3.211767463666259,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.324660103141123, 0.3673230192217623, 0.21706516643225787, 0.07548054383497427, 0.014299109235818118, 0.0011720581340834506]",ropes,1.7681434599156416,"[0.08673230192217518, 0.33497421472105776, 0.40060947022973364, 0.15377402719174899, 0.022737927801218936, 0.0011720581340834506]","[0.45991561181435864, 0.3715424285044629, 0.1422878574777307, 0.023206751054852315, 0.002812939521800281, 0.00023441162681669012]",latin,1.4436240037506116,"[0.1530707923112989, 0.40037505860291694, 0.34200656352555875, 0.09446788560712581, 0.00984528832630099, 0.00023441162681669012]","[0.7034692920769094, 0.24566338490389522, 0.046179090482888076, 0.004219409282700422, 0.00023441162681669012, 0.00023441162681669012]"
155,3.204078762306674,"[0.0039849976558837315, 0.03609939052977029, 0.19198312236287102, 0.4287388654477376, 0.29324894514768524, 0.04594467885607138]","[0.3706047819971961, 0.38865447726208197, 0.17065166432255136, 0.060243788091889634, 0.009142053445850918, 0.0007032348804500703]",lines,1.7692920768870446,"[0.07571495546179095, 0.34880450070324304, 0.39803094233474995, 0.15939990623534978, 0.017580872011251775, 0.00046882325363338024]","[0.4662447257384095, 0.3713080168776462, 0.12728551336146193, 0.031176746366619747, 0.003750586029067041, 0.00023441162681669012]",actor,1.4347866854196212,"[0.1455696202531645, 0.4158462259728191, 0.3277074542897401, 0.10173464603844307, 0.008907641819034227, 0.00023441162681669012]","[0.8131739334271249, 0.16174402250351677, 0.022269104547585558, 0.002578527894983591, 0.0, 0.00023441162681669012]"
191,3.202977027660634,"[0.002578527894983591, 0.04031879981247076, 0.2039381153305227, 0.4282700421941042, 0.27355836849508247, 0.051336146272855314]","[0.27355836849508247, 0.3802156586966808, 0.24589779653071192, 0.08415377402719164, 0.0147679324894515, 0.0014064697609001407]",rains,1.7494374120956706,"[0.08227848101265815, 0.34177215189874205, 0.40670417252696783, 0.1521331458040321, 0.016643225503985018, 0.00046882325363338024]","[0.4695264885138433, 0.39193624003751576, 0.12048757618377792, 0.01593999062353495, 0.0018752930145335208, 0.00023441162681669012]",motel,1.4535396155649605,"[0.12798874824191203, 0.4343647444913384, 0.34974214721050984, 0.08227848101265815, 0.005391467416783872, 0.00023441162681669012]","[0.6012658227848284, 0.3101265822784876, 0.07618377871542432, 0.011251758087201136, 0.0009376465072667605, 0.00023441162681669012]"
13,3.2024847632443185,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.3209095171120558, 0.4226441631505034, 0.2001875293014555, 0.05039849976558854, 0.005391467416783872, 0.00046882325363338024]",earns,1.9458040318800176,"[0.06165025785278979, 0.27660571964369957, 0.4120956399437519, 0.21940928270042487, 0.029301453352086233, 0.0009376465072667605]","[0.4845288326301121, 0.40014064697610024, 0.09915611814345952, 0.014533520862634808, 0.0014064697609001407, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
146,3.2023909985935957,"[0.00023441162681669012, 0.02766057196436941, 0.19221753398968772, 0.44889826535397376, 0.29207688701360174, 0.038912330051570604]","[0.39896858884201675, 0.4252226910454871, 0.1495546179090484, 0.022503516174402247, 0.003281762775433661, 0.00046882325363338024]",solar,1.7764181903422742,"[0.07407407407407415, 0.3232536333802228, 0.4158462259728191, 0.17393342709798515, 0.012658227848101281, 0.00023441162681669012]","[0.5886075949367267, 0.35114861697141003, 0.05461790904828901, 0.004453820909517112, 0.0009376465072667605, 0.00023441162681669012]",unite,1.4259728082513157,"[0.1380684481950301, 0.4345991561181551, 0.33145804031880727, 0.08837318330989198, 0.007032348804500702, 0.00046882325363338024]","[0.7208157524613452, 0.23605250820441054, 0.03774027191748714, 0.004688232536333802, 0.00046882325363338024, 0.00023441162681669012]"
14,3.2020393811533667,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.3551336146272939, 0.3764650726676136, 0.1985466479137386, 0.06000937646507294, 0.009142053445850918, 0.0007032348804500703]",saner,1.9453586497890656,"[0.06165025785278979, 0.27660571964369957, 0.4120956399437519, 0.21940928270042487, 0.029301453352086233, 0.0009376465072667605]","[0.5175808720112667, 0.34388185654009235, 0.11626816690107758, 0.0213314580403188, 0.0007032348804500703, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
17,3.2020159399906882,"[0.0007032348804500703, 0.03305203938115329, 0.1992498827941887, 0.45264885138304095, 0.27660571964369957, 0.03774027191748714]","[0.23886544772621093, 0.4280356305672875, 0.260665729020164, 0.06586966713549015, 0.005860290670417252, 0.0007032348804500703]",tales,1.9355133614627633,"[0.06047819971870633, 0.29770276605720253, 0.40436005625880084, 0.2027660571964392, 0.03352086263478667, 0.0011720581340834506]","[0.4280356305672875, 0.3781059540553305, 0.15518049695264918, 0.03492733239568683, 0.003516174402250351, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
90,3.201593999062415,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.35255508673231023, 0.38935771214253206, 0.18682606657290363, 0.059540553211439556, 0.011017346460384445, 0.0007032348804500703]",reins,1.8192451945616823,"[0.07032348804500718, 0.3248945147679397, 0.4102203469292183, 0.16947960618846786, 0.023909985935302382, 0.0011720581340834506]","[0.49906235349274747, 0.3762306610407969, 0.11181434599156055, 0.011954992967651209, 0.0007032348804500703, 0.00023441162681669012]",plato,1.3823488045007304,"[0.1528363806844822, 0.4369432723863221, 0.3277074542897401, 0.07524613220815758, 0.007032348804500702, 0.00023441162681669012]","[0.7013595874355592, 0.2538677918424797, 0.03961556493202068, 0.004453820909517112, 0.00046882325363338024, 0.00023441162681669012]"
72,3.200726676043195,"[0.0039849976558837315, 0.03609939052977029, 0.19198312236287102, 0.4287388654477376, 0.29324894514768524, 0.04594467885607138]","[0.37458977965308, 0.39381153305204936, 0.17791842475386904, 0.04758556024378823, 0.005625879043600562, 0.00046882325363338024]",laces,1.832184716361964,"[0.06985466479137381, 0.3260665729020232, 0.40576652601970103, 0.17416783872480185, 0.023675574308485693, 0.00046882325363338024]","[0.45757149554619164, 0.3715424285044629, 0.13619315518049652, 0.0325832161275199, 0.0018752930145335208, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
7,3.20067979371783,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.35161744022504343, 0.381622128457581, 0.21097046413502368, 0.047819971870604924, 0.006797937177684012, 0.0011720581340834506]",laser,1.9716361931552169,"[0.058602906704172786, 0.2623066104078809, 0.4170182841069026, 0.22597280825129246, 0.035396155649320214, 0.0007032348804500703]","[0.6186122831692642, 0.2604313173933473, 0.10267229254570981, 0.01640881387716833, 0.0016408813877168307, 0.00023441162681669012]",point,1.229043600562612,"[0.22714486638537595, 0.4282700421941042, 0.28410689170183395, 0.05555555555555578, 0.004453820909517112, 0.00046882325363338024]","[0.6169714017815473, 0.3171589310829886, 0.058602906704172786, 0.006329113924050632, 0.0007032348804500703, 0.00023441162681669012]"
58,3.20067979371783,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.35161744022504343, 0.381622128457581, 0.21097046413502368, 0.047819971870604924, 0.006797937177684012, 0.0011720581340834506]",loser,1.8541725269573721,"[0.06540084388185678, 0.28926394749180134, 0.4402250351617559, 0.18752930145335373, 0.016877637130801707, 0.0007032348804500703]","[0.617205813408364, 0.27355836849508247, 0.0947022972339425, 0.012892639474917972, 0.0014064697609001407, 0.00023441162681669012]",paint,1.3465072667604576,"[0.18026254102203604, 0.4261603375527539, 0.3155180496952717, 0.07032348804500718, 0.007501172058134082, 0.00023441162681669012]","[0.6120487576183966, 0.312939521800288, 0.06821378340365701, 0.005157055789967182, 0.0014064697609001407, 0.00023441162681669012]"
73,3.20067979371783,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.34857008907642634, 0.39381153305204936, 0.1962025316455716, 0.05250820440693878, 0.008204406938584154, 0.0007032348804500703]",pales,1.8321378340365995,"[0.0766526019690577, 0.33169245194562397, 0.38677918424754837, 0.17510548523206865, 0.028598218471636166, 0.0011720581340834506]","[0.429207688701371, 0.3752930145335301, 0.15377402719174899, 0.03680262541022037, 0.004688232536333802, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
15,3.199179559306203,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.33380215658697426, 0.4240506329114036, 0.19174871073605432, 0.04477262072198792, 0.004922644163150492, 0.0007032348804500703]",nears,1.9424988279419022,"[0.06165025785278979, 0.27660571964369957, 0.4120956399437519, 0.21940928270042487, 0.029301453352086233, 0.0009376465072667605]","[0.5124238162212993, 0.3806844819503142, 0.08860759493670867, 0.015471167369901572, 0.002578527894983591, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
181,3.1990857946554767,"[0.002578527894983591, 0.04031879981247076, 0.2039381153305227, 0.4282700421941042, 0.27355836849508247, 0.051336146272855314]","[0.3112986404125711, 0.35302390998594363, 0.22761368963900935, 0.09001406469760878, 0.016877637130801707, 0.0011720581340834506]",mores,1.755461790904859,"[0.0864978902953585, 0.33684950773559136, 0.4102203469292183, 0.1479137365213315, 0.018049695264885153, 0.00046882325363338024]","[0.4355368026254219, 0.3696671354899293, 0.15893108298171638, 0.03234880450070321, 0.003281762775433661, 0.00023441162681669012]",latin,1.4436240037506116,"[0.1530707923112989, 0.40037505860291694, 0.34200656352555875, 0.09446788560712581, 0.00984528832630099, 0.00023441162681669012]","[0.7034692920769094, 0.24566338490389522, 0.046179090482888076, 0.004219409282700422, 0.00023441162681669012, 0.00023441162681669012]"
184,3.198429442100393,"[0.00023441162681669012, 0.02766057196436941, 0.19221753398968772, 0.44889826535397376, 0.29207688701360174, 0.038912330051570604]","[0.4278012189404708, 0.4099859353024016, 0.13455227379277962, 0.022737927801218936, 0.004219409282700422, 0.0007032348804500703]",rouse,1.7548054383497738,"[0.07360525082044078, 0.32700421940929, 0.4287388654477376, 0.15400843881856568, 0.01640881387716833, 0.00023441162681669012]","[0.6511954992967854, 0.29418659165495203, 0.045241443975621305, 0.007501172058134082, 0.0016408813877168307, 0.00023441162681669012]",latin,1.4436240037506116,"[0.1530707923112989, 0.40037505860291694, 0.34200656352555875, 0.09446788560712581, 0.00984528832630099, 0.00023441162681669012]","[0.7034692920769094, 0.24566338490389522, 0.046179090482888076, 0.004219409282700422, 0.00023441162681669012, 0.00023441162681669012]"
92,3.1958274730427245,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.33075480543835717, 0.44421003281763977, 0.19081106422878752, 0.03164556962025313, 0.002109704641350211, 0.00046882325363338024]",siren,1.8134786685419917,"[0.07032348804500718, 0.3248945147679397, 0.4102203469292183, 0.16947960618846786, 0.023909985935302382, 0.0011720581340834506]","[0.5276605719643848, 0.37458977965308, 0.08673230192217518, 0.010314111579934372, 0.00046882325363338024, 0.00023441162681669012]",plato,1.3823488045007304,"[0.1528363806844822, 0.4369432723863221, 0.3277074542897401, 0.07524613220815758, 0.007032348804500702, 0.00023441162681669012]","[0.7013595874355592, 0.2538677918424797, 0.03961556493202068, 0.004453820909517112, 0.00046882325363338024, 0.00023441162681669012]"
16,3.1957805907173604,"[0.0039849976558837315, 0.04500703234880461, 0.21003281762775688, 0.40412564463198414, 0.28223159868730036, 0.05461790904828901]","[0.28316924519456715, 0.39099859353024896, 0.22339428035630876, 0.08579465541490844, 0.015236755743084881, 0.0014064697609001407]",dares,1.9390998593530582,"[0.07196436943272398, 0.28551336146273415, 0.39428035630568276, 0.21026722925457358, 0.03703703703703706, 0.0009376465072667605]","[0.4203000468823364, 0.39123300515706566, 0.146741678387248, 0.03797468354430383, 0.003516174402250351, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
0,3.1915142991092993,"[0.0018752930145335208, 0.03703703703703706, 0.21167369901547378, 0.4355368026254219, 0.27496483825598267, 0.038912330051570604]","[0.23300515705579344, 0.3776371308016971, 0.2648851383028646, 0.10571964369432672, 0.017346460384435086, 0.0014064697609001407]",tares,1.9966713548992387,"[0.06258790436005655, 0.272386310360999, 0.40060947022973364, 0.21823722456634137, 0.04500703234880461, 0.0011720581340834506]","[0.4172526957337193, 0.39029535864979886, 0.1474449132676981, 0.040787623066104145, 0.0039849976558837315, 0.00023441162681669012]",doily,1.1948429442100557,"[0.22550398499765906, 0.46249413970934233, 0.2555086732301966, 0.05250820440693878, 0.003750586029067041, 0.00023441162681669012]","[0.6111111111111298, 0.312939521800288, 0.06563525550867347, 0.009376465072667609, 0.0007032348804500703, 0.00023441162681669012]"
194,3.191397093295891,"[0.0039849976558837315, 0.03609939052977029, 0.19198312236287102, 0.4287388654477376, 0.29324894514768524, 0.04594467885607138]","[0.40881387716831813, 0.40037505860291694, 0.15377402719174899, 0.0325832161275199, 0.0039849976558837315, 0.00046882325363338024]",corse,1.7477730895452723,"[0.07923112986404124, 0.33638068448195796, 0.40904828879513483, 0.15588373183309928, 0.01875293014533522, 0.0007032348804500703]","[0.617205813408364, 0.3087201125175874, 0.06165025785278979, 0.010782934833567754, 0.0014064697609001407, 0.00023441162681669012]",latin,1.4436240037506116,"[0.1530707923112989, 0.40037505860291694, 0.34200656352555875, 0.09446788560712581, 0.00984528832630099, 0.00023441162681669012]","[0.7034692920769094, 0.24566338490389522, 0.046179090482888076, 0.004219409282700422, 0.00023441162681669012, 0.00023441162681669012]"
195,3.1911157993437085,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.4289732770745543, 0.33309892170652416, 0.17416783872480185, 0.05368026254102224, 0.008438818565400845, 0.0016408813877168307]",poser,1.7474917955930909,"[0.08673230192217518, 0.33497421472105776, 0.40060947022973364, 0.15377402719174899, 0.022737927801218936, 0.0011720581340834506]","[0.5949367088607775, 0.29606188466948563, 0.0930614158462257, 0.014533520862634808, 0.0011720581340834506, 0.00023441162681669012]",latin,1.4436240037506116,"[0.1530707923112989, 0.40037505860291694, 0.34200656352555875, 0.09446788560712581, 0.00984528832630099, 0.00023441162681669012]","[0.7034692920769094, 0.24566338490389522, 0.046179090482888076, 0.004219409282700422, 0.00023441162681669012, 0.00023441162681669012]"
179,3.1906469760900773,"[0.004219409282700422, 0.039849976558837374, 0.2067510548523231, 0.40881387716831813, 0.29582747304266893, 0.04453820909517123]","[0.3190342240975222, 0.39146741678388236, 0.22245663384904196, 0.05719643694327263, 0.008673230192217536, 0.0011720581340834506]",irate,1.756891701828442,"[0.08766994842944192, 0.322315986872956, 0.39685888420066645, 0.17299578059071835, 0.019924988279418666, 0.00023441162681669012]","[0.6654946085326041, 0.2695733708391986, 0.05555555555555578, 0.008438818565400845, 0.0007032348804500703, 0.00023441162681669012]",colds,1.4337552742616313,"[0.13595874355367982, 0.45077355836850735, 0.32958274730427367, 0.07548054383497427, 0.007501172058134082, 0.0007032348804500703]","[0.5117205813408492, 0.3584153774027277, 0.11181434599156055, 0.01593999062353495, 0.0018752930145335208, 0.00023441162681669012]"
180,3.1904594467886245,"[0.0039849976558837315, 0.03609939052977029, 0.19198312236287102, 0.4287388654477376, 0.29324894514768524, 0.04594467885607138]","[0.3846694796061981, 0.44163150492265607, 0.1500234411626818, 0.022269104547585558, 0.0009376465072667605, 0.00046882325363338024]",liens,1.755672761368995,"[0.07571495546179095, 0.34880450070324304, 0.39803094233474995, 0.15939990623534978, 0.017580872011251775, 0.00046882325363338024]","[0.5159399906235498, 0.3790436005625973, 0.09540553211439255, 0.009142053445850918, 0.00023441162681669012, 0.00023441162681669012]",actor,1.4347866854196212,"[0.1455696202531645, 0.4158462259728191, 0.3277074542897401, 0.10173464603844307, 0.008907641819034227, 0.00023441162681669012]","[0.8131739334271249, 0.16174402250351677, 0.022269104547585558, 0.002578527894983591, 0.0, 0.00023441162681669012]"
91,3.186826066572963,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.39451476793249945, 0.4170182841069026, 0.1476793248945148, 0.034692920768870136, 0.005391467416783872, 0.0007032348804500703]",peals,1.818284106891733,"[0.0766526019690577, 0.33169245194562397, 0.38677918424754837, 0.17510548523206865, 0.028598218471636166, 0.0011720581340834506]","[0.4805438349742282, 0.38982653539616546, 0.10665729020159347, 0.020628223159868734, 0.002109704641350211, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
1,3.1865213314581036,"[0.0018752930145335208, 0.03703703703703706, 0.21167369901547378, 0.4355368026254219, 0.27496483825598267, 0.038912330051570604]","[0.2498827941865958, 0.3757618377871635, 0.2667604313173982, 0.09001406469760878, 0.01617440225035164, 0.0014064697609001407]",rates,1.991678387248043,"[0.06258790436005655, 0.272386310360999, 0.40060947022973364, 0.21823722456634137, 0.04500703234880461, 0.0011720581340834506]","[0.44608532583217336, 0.3757618377871635, 0.139709329582747, 0.034458509142053444, 0.003750586029067041, 0.00023441162681669012]",doily,1.1948429442100557,"[0.22550398499765906, 0.46249413970934233, 0.2555086732301966, 0.05250820440693878, 0.003750586029067041, 0.00023441162681669012]","[0.6111111111111298, 0.312939521800288, 0.06563525550867347, 0.009376465072667609, 0.0007032348804500703, 0.00023441162681669012]"
178,3.18574777308961,"[0.00023441162681669012, 0.02766057196436941, 0.19221753398968772, 0.44889826535397376, 0.29207688701360174, 0.038912330051570604]","[0.5025785278949979, 0.3734177215189965, 0.10642287857477678, 0.01617440225035164, 0.0009376465072667605, 0.00046882325363338024]",noise,1.7572667604313494,"[0.0581340834505394, 0.3541959681200271, 0.4191279887482529, 0.1526019690576655, 0.015471167369901572, 0.00046882325363338024]","[0.6387716830755004, 0.3040318799812534, 0.04899203000468839, 0.007266760431317392, 0.0007032348804500703, 0.00023441162681669012]",ultra,1.428481012658255,"[0.1418190342240973, 0.40693858415378453, 0.3579465541490943, 0.08907641819034204, 0.0039849976558837315, 0.00023441162681669012]","[0.8014533520862899, 0.18565400843882013, 0.011720581340834518, 0.0009376465072667605, 0.0, 0.00023441162681669012]"
18,3.183286451008031,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.4200656352555197, 0.39217065166433246, 0.1528363806844822, 0.031879981247069825, 0.002578527894983591, 0.00046882325363338024]",snare,1.9266057196437303,"[0.06165025785278979, 0.27660571964369957, 0.4120956399437519, 0.21940928270042487, 0.029301453352086233, 0.0009376465072667605]","[0.6500234411627019, 0.2620721987810642, 0.07102672292545724, 0.01500234411626819, 0.0016408813877168307, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
111,3.182887951242443,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.40881387716831813, 0.40764181903423463, 0.15893108298171638, 0.022269104547585558, 0.0018752930145335208, 0.00046882325363338024]",risen,1.80053914674171,"[0.07032348804500718, 0.3248945147679397, 0.4102203469292183, 0.16947960618846786, 0.023909985935302382, 0.0011720581340834506]","[0.6394749179559505, 0.27801218940459976, 0.07430848570089084, 0.007032348804500702, 0.0009376465072667605, 0.00023441162681669012]",plato,1.3823488045007304,"[0.1528363806844822, 0.4369432723863221, 0.3277074542897401, 0.07524613220815758, 0.007032348804500702, 0.00023441162681669012]","[0.7013595874355592, 0.2538677918424797, 0.03961556493202068, 0.004453820909517112, 0.00046882325363338024, 0.00023441162681669012]"
43,3.1828645100797632,"[0.0018752930145335208, 0.03703703703703706, 0.21167369901547378, 0.4355368026254219, 0.27496483825598267, 0.038912330051570604]","[0.2533989685888463, 0.39123300515706566, 0.2580872011251803, 0.08345053914674158, 0.01242381622128459, 0.0014064697609001407]",riles,1.8673699015471508,"[0.06047819971870633, 0.3120018752930212, 0.4242850445382203, 0.18002812939521934, 0.022972339428035626, 0.00023441162681669012]","[0.46366619784342583, 0.3750586029067134, 0.12587904360056174, 0.03211439287388652, 0.003047351148616971, 0.00023441162681669012]",toady,1.3154946085326107,"[0.16994842944210126, 0.45827473042664174, 0.308251289263954, 0.06165025785278979, 0.0014064697609001407, 0.00046882325363338024]","[0.5977496483825779, 0.33450539146742436, 0.06071261134552302, 0.006329113924050632, 0.00046882325363338024, 0.00023441162681669012]"
